instant,dteday,season,day_of_week,workingday,weather_situation,temp,atemp,humidity,windspeed,casual,registered,count,day_type,temp_cluster,humidity_cluster
445,2012-03-20,spring,tuesday,1,clear,56.0833,0.538533,80.7917,0.121271,1051,5042,6093,weekdays,,Lembab
446,2012-03-21,summer,wednesday,1,misty,53.1667,0.513258,82.125,0.0895583,1122,5108,6230,weekdays,,Lembab
447,2012-03-22,summer,thursday,1,clear,55.4167,0.531567,83.125,0.117562,1334,5537,6871,weekdays,,Lembab
448,2012-03-23,summer,friday,1,misty,60.16669999999999,0.570067,69.41669999999999,0.1163,2469,5893,8362,weekdays,,Ideal
449,2012-03-24,summer,saturday,0,misty,50.24999999999999,0.486733,88.5417,0.192783,1033,2339,3372,weekend,,Lembab
450,2012-03-25,summer,sunday,0,misty,43.75,0.437488,88.0833,0.220775,1532,3464,4996,weekend,,Lembab
451,2012-03-26,summer,monday,1,clear,44.5833,0.43875,47.7917,0.386821,795,4763,5558,weekdays,,Ideal
452,2012-03-27,summer,tuesday,1,clear,32.3333,0.315654,28.999999999999996,0.187192,531,4571,5102,weekdays,Panas,Kering
453,2012-03-28,summer,wednesday,1,clear,48.4167,0.47095,48.125,0.291671,674,5024,5698,weekdays,,Ideal
454,2012-03-29,summer,thursday,1,clear,49.416700000000006,0.482304,43.9167,0.31965,834,5299,6133,weekdays,,Kering
455,2012-03-30,summer,friday,1,misty,37.0,0.375621,58.0833,0.138067,796,4663,5459,weekdays,Panas,Ideal
456,2012-03-31,summer,saturday,0,misty,42.4167,0.421708,73.83330000000001,0.250617,2301,3934,6235,weekend,,Lembab
457,2012-04-01,summer,sunday,0,misty,42.5833,0.417287,67.625,0.172267,2347,3694,6041,weekend,,Ideal
458,2012-04-02,summer,monday,1,clear,43.3913,0.427513,50.4348,0.312139,1208,4728,5936,weekdays,,Ideal
459,2012-04-03,summer,tuesday,1,clear,46.6667,0.461483,39.6667,0.100133,1348,5424,6772,weekdays,,Kering
460,2012-04-04,summer,wednesday,1,clear,54.1667,0.53345,46.958299999999994,0.180975,1058,5378,6436,weekdays,,Ideal
461,2012-04-05,summer,thursday,1,clear,43.5,0.431163,37.416700000000006,0.219529,1192,5265,6457,weekdays,,Kering
462,2012-04-06,summer,friday,1,clear,40.3333,0.390767,37.7083,0.300388,1807,4653,6460,weekdays,,Kering
463,2012-04-07,summer,saturday,0,clear,43.75,0.426129,25.4167,0.274871,3252,3605,6857,weekend,,Kering
464,2012-04-08,summer,sunday,0,clear,50.0,0.492425,27.5833,0.232596,2230,2939,5169,weekend,,Kering
465,2012-04-09,summer,monday,1,clear,48.9167,0.476638,31.75,0.358196,905,4680,5585,weekdays,,Kering
466,2012-04-10,summer,tuesday,1,clear,44.6667,0.436233,43.5,0.249375,819,5099,5918,weekdays,,Kering
467,2012-04-11,summer,wednesday,1,clear,34.8696,0.337274,46.9565,0.295274,482,4380,4862,weekdays,Panas,Ideal
468,2012-04-12,summer,thursday,1,clear,39.75,0.387604,46.625,0.290429,663,4746,5409,weekdays,Panas,Ideal
469,2012-04-13,summer,friday,1,clear,44.25,0.431808,40.8333,0.155471,1252,5146,6398,weekdays,,Kering
470,2012-04-14,summer,saturday,0,clear,49.5,0.487996,50.29169999999999,0.190917,2795,4665,7460,weekend,,Ideal
471,2012-04-15,summer,sunday,0,clear,60.6667,0.573875,50.79169999999999,0.225129,2846,4286,7132,weekend,,Ideal
472,2012-04-16,summer,monday,0,clear,66.41669999999999,0.614925,56.166700000000006,0.284829,1198,5172,6370,weekdays,,Ideal
473,2012-04-17,summer,tuesday,1,clear,60.8333,0.598487,39.0417,0.273629,989,5702,6691,weekdays,,Kering
474,2012-04-18,summer,wednesday,1,misty,46.3333,0.457038,56.9167,0.167912,347,4020,4367,weekdays,,Ideal
475,2012-04-19,summer,thursday,1,clear,49.8333,0.493046,61.25000000000001,0.0659292,846,5719,6565,weekdays,,Ideal
476,2012-04-20,summer,friday,1,clear,52.6667,0.515775,69.4583,0.149871,1340,5950,7290,weekdays,,Ideal
477,2012-04-21,summer,saturday,0,clear,56.99999999999999,0.542921,68.2917,0.283587,2541,4083,6624,weekend,,Ideal
478,2012-04-22,summer,sunday,0,light_rain/snow,39.6667,0.389504,83.54169999999999,0.344546,120,907,1027,weekend,Panas,Lembab
479,2012-04-23,summer,monday,1,misty,32.1667,0.301125,76.66669999999999,0.303496,195,3019,3214,weekdays,Panas,Lembab
480,2012-04-24,summer,tuesday,1,clear,41.3333,0.405283,45.4167,0.249383,518,5115,5633,weekdays,,Ideal
481,2012-04-25,summer,wednesday,1,clear,47.6667,0.470317,42.7917,0.118792,655,5541,6196,weekdays,,Kering
482,2012-04-26,summer,thursday,1,misty,49.8333,0.483583,75.66669999999999,0.176625,475,4551,5026,weekdays,,Lembab
483,2012-04-27,summer,friday,1,clear,45.75,0.452637,40.0833,0.347633,1014,5219,6233,weekdays,,Kering
484,2012-04-28,summer,saturday,0,misty,37.6667,0.377504,48.9583,0.129975,1120,3100,4220,weekend,Panas,Ideal
485,2012-04-29,summer,sunday,0,clear,45.8333,0.450121,58.7083,0.116908,2229,4075,6304,weekend,,Ideal
486,2012-04-30,summer,monday,1,misty,46.4167,0.457696,56.99999999999999,0.171638,665,4907,5572,weekdays,,Ideal
487,2012-05-01,summer,tuesday,1,misty,61.3333,0.577021,65.95830000000001,0.156096,653,5087,5740,weekdays,,Ideal
488,2012-05-02,summer,wednesday,1,clear,56.4167,0.537896,79.7083,0.138058,667,5502,6169,weekdays,,Lembab
489,2012-05-03,summer,thursday,1,misty,56.00000000000001,0.537242,76.83330000000001,0.133696,764,5657,6421,weekdays,,Lembab
490,2012-05-04,summer,friday,1,clear,62.74999999999999,0.590917,73.54169999999999,0.162938,1069,5227,6296,weekdays,,Lembab
491,2012-05-05,summer,saturday,0,misty,62.1667,0.584608,75.66669999999999,0.152992,2496,4387,6883,weekend,,Lembab
492,2012-05-06,summer,sunday,0,misty,56.25,0.546737,74.0,0.149879,2135,4224,6359,weekend,,Lembab
493,2012-05-07,summer,monday,1,misty,53.75,0.527142,66.41669999999999,0.230721,1008,5265,6273,weekdays,,Ideal
494,2012-05-08,summer,tuesday,1,misty,58.166700000000006,0.557471,68.58330000000001,0.296029,738,4990,5728,weekdays,,Ideal
495,2012-05-09,summer,wednesday,1,misty,57.49999999999999,0.553025,74.4167,0.216412,620,4097,4717,weekdays,,Lembab
496,2012-05-10,summer,thursday,1,clear,50.583299999999994,0.491783,55.2083,0.314063,1026,5546,6572,weekdays,,Ideal
497,2012-05-11,summer,friday,1,clear,53.333299999999994,0.520833,36.0417,0.236937,1319,5711,7030,weekdays,,Kering
498,2012-05-12,summer,saturday,0,clear,56.4167,0.544817,48.0417,0.123133,2622,4807,7429,weekend,,Ideal
499,2012-05-13,summer,sunday,0,clear,61.25000000000001,0.585238,57.62500000000001,0.225117,2172,3946,6118,weekend,,Ideal
500,2012-05-14,summer,monday,1,misty,57.3333,0.5499,78.95830000000001,0.212692,342,2501,2843,weekdays,,Lembab
501,2012-05-15,summer,tuesday,1,misty,61.1667,0.576404,79.45830000000001,0.147392,625,4490,5115,weekdays,,Lembab
502,2012-05-16,summer,wednesday,1,clear,63.6667,0.595975,69.7917,0.122512,991,6433,7424,weekdays,,Ideal
503,2012-05-17,summer,thursday,1,clear,59.3333,0.572613,52.0,0.229475,1242,6142,7384,weekdays,,Ideal
504,2012-05-18,summer,friday,1,clear,56.4167,0.551121,52.33330000000001,0.136817,1521,6118,7639,weekdays,,Ideal
505,2012-05-19,summer,saturday,0,clear,60.0,0.566908,45.625,0.083975,3410,4884,8294,weekend,,Ideal
506,2012-05-20,summer,sunday,0,clear,62.083299999999994,0.583967,53.041700000000006,0.254367,2704,4425,7129,weekend,,Ideal
507,2012-05-21,summer,monday,1,misty,59.8333,0.565667,81.125,0.233204,630,3729,4359,weekdays,,Lembab
508,2012-05-22,summer,tuesday,1,misty,61.5,0.580825,76.5833,0.118167,819,5254,6073,weekdays,,Lembab
509,2012-05-23,summer,wednesday,1,misty,62.1667,0.584612,77.45830000000001,0.102,766,4494,5260,weekdays,,Lembab
510,2012-05-24,summer,thursday,1,clear,65.5,0.6067,71.6667,0.172896,1059,5711,6770,weekdays,,Lembab
511,2012-05-25,summer,friday,1,clear,68.0,0.627529,74.70830000000001,0.14055,1417,5317,6734,weekdays,,Lembab
512,2012-05-26,summer,saturday,0,clear,69.25,0.642696,73.25,0.198992,2855,3681,6536,weekend,,Lembab
513,2012-05-27,summer,sunday,0,clear,69.0,0.641425,69.7083,0.215171,3283,3308,6591,weekend,,Ideal
514,2012-05-28,summer,monday,0,clear,71.25,0.6793,67.625,0.196521,2557,3486,6043,weekdays,,Ideal
515,2012-05-29,summer,tuesday,1,clear,72.25,0.672992,68.45830000000001,0.2954,880,4863,5743,weekdays,,Ideal
516,2012-05-30,summer,wednesday,1,misty,65.6667,0.611129,67.0,0.134329,745,6110,6855,weekdays,,Ideal
517,2012-05-31,summer,thursday,1,clear,68.0,0.631329,49.2917,0.195279,1100,6238,7338,weekdays,,Ideal
518,2012-06-01,summer,friday,1,misty,65.4167,0.607962,75.5417,0.237563,533,3594,4127,weekdays,,Lembab
519,2012-06-02,summer,saturday,0,clear,58.3333,0.566288,54.9167,0.186562,2795,5325,8120,weekend,,Ideal
520,2012-06-03,summer,sunday,0,clear,60.25,0.575133,49.3333,0.184087,2494,5147,7641,weekend,,Ideal
521,2012-06-04,summer,monday,1,clear,59.75,0.578283,48.7083,0.284833,1071,5927,6998,weekdays,,Ideal
522,2012-06-05,summer,tuesday,1,misty,54.0833,0.525892,61.3333,0.209575,968,6033,7001,weekdays,,Ideal
523,2012-06-06,summer,wednesday,1,clear,55.4167,0.542292,61.12499999999999,0.077125,1027,6028,7055,weekdays,,Ideal
524,2012-06-07,summer,thursday,1,clear,60.25,0.569442,56.7083,0.15735,1038,6456,7494,weekdays,,Ideal
525,2012-06-08,summer,friday,1,clear,64.9167,0.597862,46.791700000000006,0.175383,1488,6248,7736,weekdays,,Ideal
526,2012-06-09,summer,saturday,0,clear,71.08330000000001,0.648367,43.7083,0.144287,2708,4790,7498,weekend,,Kering
527,2012-06-10,summer,sunday,0,clear,72.66669999999999,0.663517,53.833299999999994,0.133721,2224,4374,6598,weekend,,Ideal
528,2012-06-11,summer,monday,1,misty,72.0833,0.659721,58.791700000000006,0.207713,1017,5647,6664,weekdays,,Ideal
529,2012-06-12,summer,tuesday,1,misty,65.33330000000001,0.597875,83.3333,0.214546,477,4495,4972,weekdays,,Lembab
530,2012-06-13,summer,wednesday,1,clear,65.5833,0.611117,58.2083,0.343279,1173,6248,7421,weekdays,,Ideal
531,2012-06-14,summer,thursday,1,clear,64.83330000000001,0.624383,56.958299999999994,0.253733,1180,6183,7363,weekdays,,Ideal
532,2012-06-15,summer,friday,1,clear,63.916700000000006,0.599754,58.958299999999994,0.176617,1563,6102,7665,weekdays,,Ideal
533,2012-06-16,summer,saturday,0,clear,63.1667,0.594708,50.416700000000006,0.166667,2963,4739,7702,weekend,,Ideal
534,2012-06-17,summer,sunday,0,clear,59.25,0.571975,59.875,0.144904,2634,4344,6978,weekend,,Ideal
535,2012-06-18,summer,monday,1,misty,56.833299999999994,0.544842,77.79169999999999,0.174746,653,4446,5099,weekdays,,Lembab
536,2012-06-19,summer,tuesday,1,clear,68.8333,0.654692,69.0,0.148017,968,5857,6825,weekdays,,Ideal
537,2012-06-20,summer,wednesday,1,clear,78.25,0.720975,59.2083,0.113812,872,5339,6211,weekdays,,Ideal
538,2012-06-21,fall,thursday,1,clear,80.58330000000001,0.752542,56.7917,0.118787,778,5127,5905,weekdays,,Ideal
539,2012-06-22,fall,friday,1,clear,77.75,0.724121,57.375,0.182842,964,4859,5823,weekdays,,Ideal
540,2012-06-23,fall,saturday,0,clear,73.16669999999999,0.652792,53.4583,0.179721,2657,4801,7458,weekend,,Ideal
541,2012-06-24,fall,sunday,0,clear,74.33330000000001,0.674254,47.9167,0.145525,2551,4340,6891,weekend,,Ideal
542,2012-06-25,fall,monday,1,clear,71.58330000000001,0.654042,50.416700000000006,0.300383,1139,5640,6779,weekdays,,Ideal
543,2012-06-26,fall,tuesday,1,clear,63.083299999999994,0.594704,37.3333,0.347642,1077,6365,7442,weekdays,,Kering
544,2012-06-27,fall,wednesday,1,clear,69.75,0.640792,36.0,0.271775,1077,6258,7335,weekdays,,Kering
545,2012-06-28,fall,thursday,1,clear,74.9167,0.675512,42.25,0.17165,921,5958,6879,weekdays,,Kering
546,2012-06-29,fall,friday,1,clear,83.4167,0.786613,48.875,0.165417,829,4634,5463,weekdays,,Ideal
547,2012-06-30,fall,saturday,0,clear,76.5,0.687508,60.12499999999999,0.161071,1455,4232,5687,weekend,,Ideal
548,2012-07-01,fall,sunday,0,clear,81.58330000000001,0.750629,51.87500000000001,0.168529,1421,4110,5531,weekend,,Ideal
549,2012-07-02,fall,monday,1,clear,78.1667,0.702038,44.7083,0.195267,904,5323,6227,weekdays,,Kering
550,2012-07-03,fall,tuesday,1,clear,78.0833,0.70265,49.2083,0.126237,1052,5608,6660,weekdays,,Ideal
551,2012-07-04,fall,wednesday,0,clear,78.91669999999999,0.732337,53.87499999999999,0.13495,2562,4841,7403,weekdays,,Ideal
552,2012-07-05,fall,thursday,1,clear,82.75,0.761367,45.7917,0.194029,1405,4836,6241,weekdays,,Ideal
553,2012-07-06,fall,friday,1,clear,82.8333,0.752533,45.0833,0.146142,1366,4841,6207,weekdays,,Ideal
554,2012-07-07,fall,saturday,0,clear,86.16669999999999,0.804913,49.2083,0.163554,1448,3392,4840,weekend,,Ideal
555,2012-07-08,fall,sunday,0,clear,82.25,0.790396,57.375,0.125629,1203,3469,4672,weekend,,Ideal
556,2012-07-09,fall,monday,1,misty,71.08330000000001,0.654054,68.3333,0.180975,998,5571,6569,weekdays,,Ideal
557,2012-07-10,fall,tuesday,1,misty,72.0833,0.664796,66.75,0.151737,954,5336,6290,weekdays,,Ideal
558,2012-07-11,fall,wednesday,1,clear,71.6667,0.650271,63.3333,0.151733,975,6289,7264,weekdays,,Ideal
559,2012-07-12,fall,thursday,1,clear,71.58330000000001,0.654683,52.9583,0.146775,1032,6414,7446,weekdays,,Ideal
560,2012-07-13,fall,friday,1,misty,73.16669999999999,0.667933,48.5833,0.08085,1511,5988,7499,weekdays,,Ideal
561,2012-07-14,fall,saturday,0,misty,70.3333,0.666042,69.91669999999999,0.143679,2355,4614,6969,weekend,,Ideal
562,2012-07-15,fall,sunday,0,clear,74.5833,0.705196,71.7917,0.166667,1920,4111,6031,weekend,,Lembab
563,2012-07-16,fall,monday,1,clear,76.33330000000001,0.724125,64.5,0.164187,1088,5742,6830,weekdays,,Ideal
564,2012-07-17,fall,tuesday,1,clear,81.8333,0.755683,50.583299999999994,0.114429,921,5865,6786,weekdays,,Ideal
565,2012-07-18,fall,wednesday,1,clear,79.3333,0.745583,57.7083,0.137442,799,4914,5713,weekdays,,Ideal
566,2012-07-19,fall,thursday,1,clear,77.0,0.714642,60.0417,0.165429,888,5703,6591,weekdays,,Ideal
567,2012-07-20,fall,friday,1,misty,66.5833,0.613025,84.4167,0.208967,747,5123,5870,weekdays,,Lembab
568,2012-07-21,fall,saturday,0,light_rain/snow,59.583299999999994,0.549912,86.5417,0.2133,1264,3195,4459,weekend,,Lembab
569,2012-07-22,fall,sunday,0,misty,66.75,0.623125,76.25,0.0939208,2544,4866,7410,weekend,,Lembab
570,2012-07-23,fall,monday,1,clear,74.16669999999999,0.690017,69.41669999999999,0.138683,1135,5831,6966,weekdays,,Ideal
571,2012-07-24,fall,tuesday,1,clear,75.0833,0.70645,65.5,0.211454,1140,6452,7592,weekdays,,Ideal
572,2012-07-25,fall,wednesday,1,clear,72.4167,0.654054,45.0,0.1648,1383,6790,8173,weekdays,,Kering
573,2012-07-26,fall,thursday,1,clear,77.6667,0.739263,59.66669999999999,0.284813,1036,5825,6861,weekdays,,Ideal
574,2012-07-27,fall,friday,1,clear,78.1667,0.734217,59.458299999999994,0.152992,1259,5645,6904,weekdays,,Ideal
575,2012-07-28,fall,saturday,0,clear,75.5833,0.697604,61.3333,0.15735,2234,4451,6685,weekend,,Ideal
576,2012-07-29,fall,sunday,0,clear,72.16669999999999,0.667933,62.375,0.170396,2153,4444,6597,weekend,,Ideal
577,2012-07-30,fall,monday,1,clear,73.0833,0.684987,66.875,0.153617,1040,6065,7105,weekdays,,Ideal
578,2012-07-31,fall,tuesday,1,clear,71.3333,0.662896,70.41669999999999,0.165425,968,6248,7216,weekdays,,Lembab
579,2012-08-01,fall,wednesday,1,clear,71.75,0.667308,67.75,0.141179,1074,6506,7580,weekdays,,Ideal
580,2012-08-02,fall,thursday,1,clear,75.25,0.707088,65.95830000000001,0.129354,983,6278,7261,weekdays,,Ideal
581,2012-08-03,fall,friday,1,misty,76.5833,0.722867,64.25,0.215792,1328,5847,7175,weekdays,,Ideal
582,2012-08-04,fall,saturday,0,clear,79.3333,0.751267,61.3333,0.257458,2345,4479,6824,weekend,,Ideal
583,2012-08-05,fall,sunday,0,clear,76.9167,0.731079,65.25,0.290421,1707,3757,5464,weekend,,Ideal
584,2012-08-06,fall,monday,1,misty,75.25,0.710246,65.4167,0.129354,1233,5780,7013,weekdays,,Ideal
585,2012-08-07,fall,tuesday,1,misty,73.5833,0.697621,70.375,0.116908,1278,5995,7273,weekdays,,Lembab
586,2012-08-08,fall,wednesday,1,misty,75.0,0.707717,67.29169999999999,0.1107,1263,6271,7534,weekdays,,Ideal
587,2012-08-09,fall,thursday,1,clear,75.5833,0.699508,62.0417,0.1561,1196,6090,7286,weekdays,,Ideal
588,2012-08-10,fall,friday,1,misty,71.58330000000001,0.667942,71.58330000000001,0.238813,1065,4721,5786,weekdays,,Lembab
589,2012-08-11,fall,saturday,0,misty,69.25,0.638267,73.2917,0.206479,2247,4052,6299,weekend,,Lembab
590,2012-08-12,fall,sunday,0,clear,70.08330000000001,0.644579,53.041700000000006,0.122512,2182,4362,6544,weekend,,Ideal
591,2012-08-13,fall,monday,1,clear,72.0833,0.662254,54.541700000000006,0.136212,1207,5676,6883,weekdays,,Ideal
592,2012-08-14,fall,tuesday,1,clear,72.66669999999999,0.676779,68.6667,0.169158,1128,5656,6784,weekdays,,Ideal
593,2012-08-15,fall,wednesday,1,clear,70.6667,0.654037,61.9583,0.169771,1198,6149,7347,weekdays,,Ideal
594,2012-08-16,fall,thursday,1,clear,71.9167,0.654688,51.916700000000006,0.141796,1338,6267,7605,weekdays,,Ideal
595,2012-08-17,fall,friday,1,clear,72.3333,0.2424,57.0833,0.231354,1483,5665,7148,weekdays,,Ideal
596,2012-08-18,fall,saturday,0,clear,67.8333,0.618071,60.3333,0.177867,2827,5038,7865,weekend,,Ideal
597,2012-08-19,fall,sunday,0,misty,63.5833,0.603554,71.1667,0.08645,1208,3341,4549,weekend,,Lembab
598,2012-08-20,fall,monday,1,misty,63.5833,0.595967,73.4167,0.129979,1026,5504,6530,weekdays,,Lembab
599,2012-08-21,fall,tuesday,1,clear,64.9167,0.601025,67.375,0.0727708,1081,5925,7006,weekdays,,Ideal
600,2012-08-22,fall,wednesday,1,clear,66.75,0.621854,67.7083,0.0702833,1094,6281,7375,weekdays,,Ideal
601,2012-08-23,fall,thursday,1,clear,69.58330000000001,0.637008,63.5833,0.0845958,1363,6402,7765,weekdays,,Ideal
602,2012-08-24,fall,friday,1,misty,70.25,0.6471,61.5,0.0721458,1325,6257,7582,weekdays,,Ideal
603,2012-08-25,fall,saturday,0,misty,66.1667,0.618696,71.2917,0.244408,1829,4224,6053,weekend,,Lembab
604,2012-08-26,fall,sunday,0,misty,65.33330000000001,0.595996,84.5833,0.228858,1483,3772,5255,weekend,,Lembab
605,2012-08-27,fall,monday,1,clear,70.3333,0.654688,73.04169999999999,0.128733,989,5928,6917,weekdays,,Lembab
606,2012-08-28,fall,tuesday,1,clear,72.8333,0.66605,62.0,0.190925,935,6105,7040,weekdays,,Ideal
607,2012-08-29,fall,wednesday,1,clear,68.5,0.635733,55.2083,0.112562,1177,6520,7697,weekdays,,Ideal
608,2012-08-30,fall,thursday,1,clear,70.6667,0.652779,59.0417,0.0771167,1172,6541,7713,weekdays,,Ideal
609,2012-08-31,fall,friday,1,clear,76.4167,0.6894,58.75,0.168533,1433,5917,7350,weekdays,,Ideal
610,2012-09-01,fall,saturday,0,misty,75.33330000000001,0.702654,63.8333,0.113187,2352,3788,6140,weekend,,Ideal
611,2012-09-02,fall,sunday,0,misty,69.6667,0.649,81.5,0.0640708,2613,3197,5810,weekend,,Lembab
612,2012-09-03,fall,monday,0,clear,70.75,0.661629,79.0833,0.151121,1965,4069,6034,weekdays,,Lembab
613,2012-09-04,fall,tuesday,1,clear,72.5833,0.686888,75.5,0.236321,867,5997,6864,weekdays,,Lembab
614,2012-09-05,fall,wednesday,1,clear,73.66669999999999,0.708983,74.125,0.187808,832,6280,7112,weekdays,,Lembab
615,2012-09-06,fall,thursday,1,misty,69.6667,0.655329,81.0417,0.142421,611,5592,6203,weekdays,,Lembab
616,2012-09-07,fall,friday,1,clear,70.3333,0.657204,73.625,0.171646,1045,6459,7504,weekdays,,Lembab
617,2012-09-08,fall,saturday,0,misty,65.91669999999999,0.611121,79.91669999999999,0.281104,1557,4419,5976,weekend,,Lembab
618,2012-09-09,fall,sunday,0,clear,61.0,0.578925,54.75,0.224496,2570,5657,8227,weekend,,Ideal
619,2012-09-10,fall,monday,1,clear,58.3333,0.565654,50.375,0.258713,1118,6407,7525,weekdays,,Ideal
620,2012-09-11,fall,tuesday,1,clear,57.75,0.554292,52.0,0.0920542,1070,6697,7767,weekdays,,Ideal
621,2012-09-12,fall,wednesday,1,clear,59.9167,0.570075,57.7083,0.131846,1050,6820,7870,weekdays,,Ideal
622,2012-09-13,fall,thursday,1,clear,61.25000000000001,0.579558,63.708299999999994,0.0827208,1054,6750,7804,weekdays,,Ideal
623,2012-09-14,fall,friday,1,clear,63.3333,0.594083,67.25,0.103863,1379,6630,8009,weekdays,,Ideal
624,2012-09-15,fall,saturday,0,clear,60.8333,0.585867,50.1667,0.247521,3160,5554,8714,weekend,,Ideal
625,2012-09-16,fall,sunday,0,clear,57.99999999999999,0.563125,56.99999999999999,0.0901833,2166,5167,7333,weekend,,Ideal
626,2012-09-17,fall,monday,1,misty,58.0833,0.55305,73.4583,0.151742,1022,5847,6869,weekdays,,Lembab
627,2012-09-18,fall,tuesday,1,misty,62.3333,0.565067,87.25,0.357587,371,3702,4073,weekdays,,Lembab
628,2012-09-19,fall,wednesday,1,clear,55.25,0.540404,53.6667,0.215175,788,6803,7591,weekdays,,Ideal
629,2012-09-20,fall,thursday,1,clear,54.6667,0.532192,61.8333,0.118167,939,6781,7720,weekdays,,Ideal
630,2012-09-21,fall,friday,1,clear,59.9167,0.571971,66.875,0.154229,1250,6917,8167,weekdays,,Ideal
631,2012-09-22,fall,saturday,0,clear,65.0,0.610488,64.6667,0.283583,2512,5883,8395,weekend,,Ideal
632,2012-09-23,winter,sunday,0,clear,52.916700000000006,0.518933,46.7083,0.223258,2454,5453,7907,weekend,,Ideal
633,2012-09-24,winter,monday,1,clear,51.416700000000006,0.502513,49.2917,0.142404,1001,6435,7436,weekdays,,Ideal
634,2012-09-25,winter,tuesday,1,clear,55.00000000000001,0.544179,56.99999999999999,0.236321,845,6693,7538,weekdays,,Ideal
635,2012-09-26,winter,wednesday,1,clear,63.5,0.596613,63.083299999999994,0.2444,787,6946,7733,weekdays,,Ideal
636,2012-09-27,winter,thursday,1,misty,65.0,0.607975,69.08330000000001,0.134342,751,6642,7393,weekdays,,Ideal
637,2012-09-28,winter,friday,1,misty,61.916700000000006,0.585863,69.0,0.164179,1045,6370,7415,weekdays,,Ideal
638,2012-09-29,winter,saturday,0,clear,54.25,0.530296,54.2917,0.227604,2589,5966,8555,weekend,,Ideal
639,2012-09-30,winter,sunday,0,clear,52.6667,0.517663,58.3333,0.134958,2015,4874,6889,weekend,,Ideal
640,2012-10-01,winter,monday,1,misty,52.0833,0.512,64.9167,0.0908042,763,6015,6778,weekdays,,Ideal
641,2012-10-02,winter,tuesday,1,light_rain/snow,59.08330000000001,0.542333,87.16669999999999,0.104475,315,4324,4639,weekdays,,Lembab
642,2012-10-03,winter,wednesday,1,misty,65.75,0.599133,79.375,0.0665458,728,6844,7572,weekdays,,Lembab
643,2012-10-04,winter,thursday,1,misty,65.75,0.607975,72.2917,0.117546,891,6437,7328,weekdays,,Lembab
644,2012-10-05,winter,friday,1,clear,61.5,0.580187,62.74999999999999,0.10635,1516,6640,8156,weekdays,,Ideal
645,2012-10-06,winter,saturday,0,clear,55.4167,0.538521,66.41669999999999,0.268025,3031,4934,7965,weekend,,Ideal
646,2012-10-07,winter,sunday,0,misty,41.5833,0.419813,70.8333,0.141162,781,2729,3510,weekend,,Lembab
647,2012-10-08,winter,monday,0,misty,38.3333,0.387608,70.9583,0.189679,874,4604,5478,weekdays,Panas,Lembab
648,2012-10-09,winter,tuesday,1,misty,44.6667,0.438112,76.16669999999999,0.1903,601,5791,6392,weekdays,,Lembab
649,2012-10-10,winter,wednesday,1,clear,51.416700000000006,0.503142,63.083299999999994,0.187821,780,6911,7691,weekdays,,Ideal
650,2012-10-11,winter,thursday,1,clear,43.5,0.431167,46.3333,0.181596,834,6736,7570,weekdays,,Ideal
651,2012-10-12,winter,friday,1,clear,43.75,0.433071,53.91669999999999,0.235092,1060,6222,7282,weekdays,,Ideal
652,2012-10-13,winter,saturday,0,clear,39.3333,0.391396,49.4583,0.146142,2252,4857,7109,weekend,Panas,Ideal
653,2012-10-14,winter,sunday,0,clear,52.1667,0.508204,64.0417,0.278612,2080,4559,6639,weekend,,Ideal
654,2012-10-15,winter,monday,1,misty,56.166700000000006,0.53915,70.75,0.296037,760,5115,5875,weekdays,,Lembab
655,2012-10-16,winter,tuesday,1,clear,46.8333,0.460846,55.833299999999994,0.182221,922,6612,7534,weekdays,,Ideal
656,2012-10-17,winter,wednesday,1,clear,45.5833,0.450108,69.2917,0.101371,979,6482,7461,weekdays,,Ideal
657,2012-10-18,winter,thursday,1,misty,52.25,0.512625,72.8333,0.236937,1008,6501,7509,weekdays,,Lembab
658,2012-10-19,winter,friday,1,misty,56.333299999999994,0.537896,81.5,0.134954,753,4671,5424,weekdays,,Lembab
659,2012-10-20,winter,saturday,0,clear,48.4167,0.472842,57.2917,0.117537,2806,5284,8090,weekend,,Ideal
660,2012-10-21,winter,sunday,0,clear,46.4167,0.456429,51.0,0.166054,2132,4692,6824,weekend,,Ideal
661,2012-10-22,winter,monday,1,clear,48.75,0.482942,56.833299999999994,0.0814833,830,6228,7058,weekdays,,Ideal
662,2012-10-23,winter,tuesday,1,clear,54.4167,0.530304,64.16669999999999,0.0945458,841,6625,7466,weekdays,,Ideal
663,2012-10-24,winter,wednesday,1,clear,58.75,0.558721,63.625,0.0727792,795,6898,7693,weekdays,,Ideal
664,2012-10-25,winter,thursday,1,misty,55.00000000000001,0.529688,80.0417,0.124375,875,6484,7359,weekdays,,Lembab
665,2012-10-26,winter,friday,1,misty,54.5833,0.52275,80.7083,0.132467,1182,6262,7444,weekdays,,Lembab
666,2012-10-27,winter,saturday,0,misty,53.0,0.515133,72.0,0.235692,2643,5209,7852,weekend,,Lembab
667,2012-10-28,winter,sunday,0,misty,47.75,0.467771,69.4583,0.398008,998,3461,4459,weekend,,Ideal
668,2012-10-29,winter,monday,1,light_rain/snow,44.0,0.4394,88.0,0.3582,2,20,22,weekdays,,Lembab
669,2012-10-30,winter,tuesday,1,misty,31.8182,0.309909,82.5455,0.213009,87,1009,1096,weekdays,Panas,Lembab
670,2012-10-31,winter,wednesday,1,misty,35.75,0.3611,66.6667,0.166667,419,5147,5566,weekdays,Panas,Ideal
